date,store,category,product,supplier,unit_price,discount_pct,sell_price,demand,units_sold,lost_sales,revenue,opening_stock,closing_stock,reorder_point,reorder_qty,reordered,ordered_qty,received_qty,stockout,promo_event,lead_time_days,on_time_rate,defect_rate,supplier_delay
2024-12-30,Store_Delhi,Sports,Cricket Bat,Supplier_02,60,0,60.0,26,0,26,0.0,0,0,162,340,0,0,0,1,0,10,0.93,0.02,0
2024-12-31,Store_Delhi,Sports,Cricket Bat,Supplier_02,60,0,60.0,64,0,64,0.0,0,0,162,340,0,0,0,1,1,10,0.93,0.02,0
2023-01-01,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,5,47.5,57,57,0,2707.5,406,349,143,389,0,0,0,0,0,8,0.86,0.06,0
2023-01-02,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,10,45.0,49,49,0,2205.0,349,300,143,389,0,0,0,0,0,8,0.86,0.06,0
2023-01-03,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,0,50.0,35,35,0,1750.0,300,265,143,389,0,0,0,0,0,8,0.86,0.06,0
2023-01-04,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,10,45.0,47,47,0,2115.0,265,218,143,389,0,0,0,0,0,8,0.86,0.06,0
2023-01-05,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,0,50.0,52,52,0,2600.0,218,166,143,389,0,0,0,0,0,8,0.86,0.06,0
2023-01-06,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,0,50.0,47,47,0,2350.0,166,119,143,389,1,389,0,0,0,8,0.86,0.06,0
2023-01-07,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,0,50.0,73,73,0,3650.0,119,46,143,389,0,0,0,0,0,8,0.86,0.06,0
2023-01-08,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,5,47.5,46,46,0,2185.0,46,0,143,389,0,0,0,0,0,8,0.86,0.06,0
2023-01-09,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,15,42.5,50,0,50,0.0,0,0,143,389,0,0,0,1,0,8,0.86,0.06,0
2023-01-10,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,0,50.0,42,0,42,0.0,0,0,143,389,0,0,0,1,0,8,0.86,0.06,0
2023-01-11,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,20,40.0,54,0,54,0.0,0,0,143,389,0,0,0,1,0,8,0.86,0.06,0
2023-01-12,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,15,42.5,47,0,47,0.0,0,0,143,389,0,0,0,1,0,8,0.86,0.06,0
2023-01-13,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,15,42.5,44,0,44,0.0,0,0,143,389,0,0,0,1,0,8,0.86,0.06,0
2023-01-14,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,0,50.0,48,48,0,2400.0,389,341,143,389,0,0,389,0,0,8,0.86,0.06,0
2023-01-15,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,0,50.0,60,60,0,3000.0,341,281,143,389,0,0,0,0,0,8,0.86,0.06,0
2023-01-16,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,0,50.0,40,40,0,2000.0,281,241,143,389,0,0,0,0,0,8,0.86,0.06,0
2023-01-17,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,0,50.0,56,56,0,2800.0,241,185,143,389,0,0,0,0,0,8,0.86,0.06,0
2023-01-18,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,0,50.0,48,48,0,2400.0,185,137,143,389,1,389,0,0,0,8,0.86,0.06,0
2023-01-19,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,10,45.0,50,50,0,2250.0,137,87,143,389,0,0,0,0,0,8,0.86,0.06,0
2023-01-20,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,0,50.0,46,46,0,2300.0,87,41,143,389,0,0,0,0,0,8,0.86,0.06,0
2023-01-21,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,5,47.5,102,41,61,1947.5,41,0,143,389,0,0,0,1,1,8,0.86,0.06,0
2023-01-22,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,0,50.0,99,0,99,0.0,0,0,143,389,0,0,0,1,1,8,0.86,0.06,0
2023-01-23,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,0,50.0,46,0,46,0.0,0,0,143,389,0,0,0,1,0,8,0.86,0.06,0
2023-01-24,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,15,42.5,38,0,38,0.0,0,0,143,389,0,0,0,1,0,8,0.86,0.06,0
2023-01-25,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,15,42.5,42,0,42,0.0,0,0,143,389,0,0,0,1,0,8,0.86,0.06,0
2023-01-26,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,0,50.0,50,50,0,2500.0,389,339,143,389,0,0,389,0,0,8,0.86,0.06,0
2023-01-27,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,15,42.5,45,45,0,1912.5,339,294,143,389,0,0,0,0,0,8,0.86,0.06,0
2023-01-28,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,0,50.0,68,68,0,3400.0,294,226,143,389,0,0,0,0,0,8,0.86,0.06,0
2023-01-29,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,5,47.5,66,66,0,3135.0,226,160,143,389,0,0,0,0,0,8,0.86,0.06,0
2023-01-30,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,15,42.5,59,59,0,2507.5,160,101,143,389,1,389,0,0,0,8,0.86,0.06,0
2023-01-31,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,0,50.0,51,51,0,2550.0,101,50,143,389,0,0,0,0,0,8,0.86,0.06,0
2023-02-01,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,0,50.0,30,30,0,1500.0,50,20,143,389,0,0,0,0,0,8,0.86,0.06,0
2023-02-02,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,0,50.0,60,20,40,1000.0,20,0,143,389,0,0,0,1,1,8,0.86,0.06,0
2023-02-03,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,0,50.0,46,0,46,0.0,0,0,143,389,0,0,0,1,0,8,0.86,0.06,0
2023-02-04,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,0,50.0,38,0,38,0.0,0,0,143,389,0,0,0,1,0,8,0.86,0.06,0
2023-02-05,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,10,45.0,49,0,49,0.0,0,0,143,389,0,0,0,1,0,8,0.86,0.06,0
2023-02-06,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,0,50.0,36,0,36,0.0,0,0,143,389,0,0,0,1,0,8,0.86,0.06,0
2023-02-07,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,5,47.5,35,35,0,1662.5,389,354,143,389,0,0,389,0,0,8,0.86,0.06,0
2023-02-08,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,0,50.0,37,37,0,1850.0,354,317,143,389,0,0,0,0,0,8,0.86,0.06,0
2023-02-09,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,0,50.0,50,50,0,2500.0,317,267,143,389,0,0,0,0,0,8,0.86,0.06,0
2023-02-10,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,15,42.5,42,42,0,1785.0,267,225,143,389,0,0,0,0,0,8,0.86,0.06,0
2023-02-11,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,0,50.0,54,54,0,2700.0,225,171,143,389,0,0,0,0,0,8,0.86,0.06,0
2023-02-12,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,10,45.0,44,44,0,1980.0,171,127,143,389,1,389,0,0,0,8,0.86,0.06,0
2023-02-13,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,0,50.0,32,32,0,1600.0,127,95,143,389,0,0,0,0,0,8,0.86,0.06,0
2023-02-14,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,5,47.5,43,43,0,2042.5,95,52,143,389,0,0,0,0,0,8,0.86,0.06,0
2023-02-15,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,0,50.0,44,44,0,2200.0,52,8,143,389,0,0,0,0,0,8,0.86,0.06,0
2023-02-16,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,0,50.0,38,8,30,400.0,8,0,143,389,0,0,0,1,0,8,0.86,0.06,0
2023-02-17,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,0,50.0,46,0,46,0.0,0,0,143,389,0,0,0,1,0,8,0.86,0.06,0
2023-02-18,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,0,50.0,47,0,47,0.0,0,0,143,389,0,0,0,1,0,8,0.86,0.06,0
2023-02-19,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,0,50.0,56,0,56,0.0,0,0,143,389,0,0,0,1,0,8,0.86,0.06,0
2023-02-20,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,10,45.0,35,35,0,1575.0,389,354,143,389,0,0,389,0,0,8,0.86,0.06,0
2023-02-21,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,0,50.0,43,43,0,2150.0,354,311,143,389,0,0,0,0,1,8,0.86,0.06,0
2023-02-22,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,0,50.0,37,37,0,1850.0,311,274,143,389,0,0,0,0,0,8,0.86,0.06,0
2023-02-23,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,0,50.0,38,38,0,1900.0,274,236,143,389,0,0,0,0,0,8,0.86,0.06,0
2023-02-24,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,0,50.0,39,39,0,1950.0,236,197,143,389,0,0,0,0,0,8,0.86,0.06,0
2023-02-25,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,0,50.0,68,68,0,3400.0,197,129,143,389,1,389,0,0,0,8,0.86,0.06,0
2023-02-26,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,0,50.0,56,56,0,2800.0,129,73,143,389,0,0,0,0,0,8,0.86,0.06,0
2023-02-27,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,0,50.0,34,34,0,1700.0,73,39,143,389,0,0,0,0,0,8,0.86,0.06,0
2023-02-28,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,0,50.0,40,39,1,1950.0,39,0,143,389,0,0,0,1,0,8,0.86,0.06,0
2023-03-01,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,0,50.0,40,0,40,0.0,0,0,143,389,0,0,0,1,0,8,0.86,0.06,0
2023-03-02,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,0,50.0,50,0,50,0.0,0,0,143,389,0,0,0,1,0,8,0.86,0.06,0
2023-03-03,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,0,50.0,57,0,57,0.0,0,0,143,389,0,0,0,1,0,8,0.86,0.06,0
2023-03-04,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,0,50.0,64,0,64,0.0,0,0,143,389,0,0,0,1,0,8,0.86,0.06,0
2023-03-05,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,0,50.0,55,55,0,2750.0,389,334,143,389,0,0,389,0,0,8,0.86,0.06,0
2023-03-06,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,15,42.5,66,66,0,2805.0,334,268,143,389,0,0,0,0,1,8,0.86,0.06,0
2023-03-07,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,0,50.0,45,45,0,2250.0,268,223,143,389,0,0,0,0,0,8,0.86,0.06,0
2023-03-08,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,0,50.0,41,41,0,2050.0,223,182,143,389,0,0,0,0,0,8,0.86,0.06,0
2023-03-09,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,0,50.0,57,57,0,2850.0,182,125,143,389,1,389,0,0,0,8,0.86,0.06,0
2023-03-10,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,0,50.0,53,53,0,2650.0,125,72,143,389,0,0,0,0,0,8,0.86,0.06,0
2023-03-11,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,5,47.5,75,72,3,3420.0,72,0,143,389,0,0,0,1,0,8,0.86,0.06,0
2023-03-12,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,10,45.0,68,0,68,0.0,0,0,143,389,0,0,0,1,0,8,0.86,0.06,0
2023-03-13,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,0,50.0,47,0,47,0.0,0,0,143,389,0,0,0,1,0,8,0.86,0.06,0
2023-03-14,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,0,50.0,56,0,56,0.0,0,0,143,389,0,0,0,1,0,8,0.86,0.06,0
2023-03-15,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,15,42.5,31,0,31,0.0,0,0,143,389,0,0,0,1,0,8,0.86,0.06,0
2023-03-16,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,0,50.0,44,0,44,0.0,0,0,143,389,0,0,0,1,0,8,0.86,0.06,0
2023-03-17,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,15,42.5,39,39,0,1657.5,389,350,143,389,0,0,389,0,0,8,0.86,0.06,0
2023-03-18,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,0,50.0,69,69,0,3450.0,350,281,143,389,0,0,0,0,0,8,0.86,0.06,0
2023-03-19,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,0,50.0,45,45,0,2250.0,281,236,143,389,0,0,0,0,0,8,0.86,0.06,0
2023-03-20,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,0,50.0,56,56,0,2800.0,236,180,143,389,0,0,0,0,0,8,0.86,0.06,0
2023-03-21,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,0,50.0,45,45,0,2250.0,180,135,143,389,1,389,0,0,0,8,0.86,0.06,0
2023-03-22,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,0,50.0,50,50,0,2500.0,135,85,143,389,0,0,0,0,0,8,0.86,0.06,0
2023-03-23,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,10,45.0,49,49,0,2205.0,85,36,143,389,0,0,0,0,0,8,0.86,0.06,0
2023-03-24,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,5,47.5,47,36,11,1710.0,36,0,143,389,0,0,0,1,0,8,0.86,0.06,0
2023-03-25,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,0,50.0,52,0,52,0.0,0,0,143,389,0,0,0,1,0,8,0.86,0.06,0
2023-03-26,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,0,50.0,69,0,69,0.0,0,0,143,389,0,0,0,1,0,8,0.86,0.06,0
2023-03-27,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,0,50.0,40,0,40,0.0,0,0,143,389,0,0,0,1,0,8,0.86,0.06,0
2023-03-28,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,0,50.0,52,0,52,0.0,0,0,143,389,0,0,0,1,0,8,0.86,0.06,0
2023-03-29,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,5,47.5,60,60,0,2850.0,389,329,143,389,0,0,389,0,0,8,0.86,0.06,0
2023-03-30,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,0,50.0,49,49,0,2450.0,329,280,143,389,0,0,0,0,0,8,0.86,0.06,0
2023-03-31,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,0,50.0,36,36,0,1800.0,280,244,143,389,0,0,0,0,0,8,0.86,0.06,0
2023-04-01,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,0,50.0,66,66,0,3300.0,244,178,143,389,0,0,0,0,0,8,0.86,0.06,0
2023-04-02,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,0,50.0,52,52,0,2600.0,178,126,143,389,1,389,0,0,0,8,0.86,0.06,0
2023-04-03,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,10,45.0,51,51,0,2295.0,126,75,143,389,0,0,0,0,0,8,0.86,0.06,0
2023-04-04,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,0,50.0,48,48,0,2400.0,75,27,143,389,0,0,0,0,0,8,0.86,0.06,0
2023-04-05,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,0,50.0,45,27,18,1350.0,27,0,143,389,0,0,0,1,0,8,0.86,0.06,0
2023-04-06,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,0,50.0,43,0,43,0.0,0,0,143,389,0,0,0,1,0,8,0.86,0.06,0
2023-04-07,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,10,45.0,40,0,40,0.0,0,0,143,389,0,0,0,1,0,8,0.86,0.06,0
2023-04-08,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,0,50.0,59,0,59,0.0,0,0,143,389,0,0,0,1,0,8,0.86,0.06,0
2023-04-09,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,0,50.0,68,0,68,0.0,0,0,143,389,0,0,0,1,0,8,0.86,0.06,0
2023-04-10,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,5,47.5,49,49,0,2327.5,389,340,143,389,0,0,389,0,0,8,0.86,0.06,0
2023-04-11,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,0,50.0,45,45,0,2250.0,340,295,143,389,0,0,0,0,0,8,0.86,0.06,0
2023-04-12,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,5,47.5,42,42,0,1995.0,295,253,143,389,0,0,0,0,0,8,0.86,0.06,0
2023-04-13,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,0,50.0,49,49,0,2450.0,253,204,143,389,0,0,0,0,0,8,0.86,0.06,0
2023-04-14,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,0,50.0,46,46,0,2300.0,204,158,143,389,0,0,0,0,0,8,0.86,0.06,0
2023-04-15,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,20,40.0,64,64,0,2560.0,158,94,143,389,1,389,0,0,0,8,0.86,0.06,0
2023-04-16,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,0,50.0,53,53,0,2650.0,94,41,143,389,0,0,0,0,0,8,0.86,0.06,0
2023-04-17,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,0,50.0,39,39,0,1950.0,41,2,143,389,0,0,0,0,0,8,0.86,0.06,0
2023-04-18,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,0,50.0,67,2,65,100.0,2,0,143,389,0,0,0,1,1,8,0.86,0.06,0
2023-04-19,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,0,50.0,43,0,43,0.0,0,0,143,389,0,0,0,1,0,8,0.86,0.06,0
2023-04-20,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,0,50.0,42,0,42,0.0,0,0,143,389,0,0,0,1,0,8,0.86,0.06,0
2023-04-21,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,0,50.0,42,0,42,0.0,0,0,143,389,0,0,0,1,0,8,0.86,0.06,0
2023-04-22,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,20,40.0,69,0,69,0.0,0,0,143,389,0,0,0,1,0,8,0.86,0.06,0
2023-04-23,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,0,50.0,55,55,0,2750.0,389,334,143,389,0,0,389,0,0,8,0.86,0.06,0
2023-04-24,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,0,50.0,51,51,0,2550.0,334,283,143,389,0,0,0,0,0,8,0.86,0.06,0
2023-04-25,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,0,50.0,55,55,0,2750.0,283,228,143,389,0,0,0,0,0,8,0.86,0.06,0
2023-04-26,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,0,50.0,35,35,0,1750.0,228,193,143,389,0,0,0,0,0,8,0.86,0.06,0
2023-04-27,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,0,50.0,56,56,0,2800.0,193,137,143,389,1,389,0,0,0,8,0.86,0.06,1
2023-04-28,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,0,50.0,51,51,0,2550.0,137,86,143,389,0,0,0,0,0,8,0.86,0.06,0
2023-04-29,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,0,50.0,55,55,0,2750.0,86,31,143,389,0,0,0,0,0,8,0.86,0.06,0
2023-04-30,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,0,50.0,78,31,47,1550.0,31,0,143,389,0,0,0,1,1,8,0.86,0.06,0
2023-05-01,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,0,50.0,28,0,28,0.0,0,0,143,389,0,0,0,1,0,8,0.86,0.06,0
2023-05-02,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,0,50.0,38,0,38,0.0,0,0,143,389,0,0,0,1,0,8,0.86,0.06,0
2023-05-03,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,20,40.0,51,0,51,0.0,0,0,143,389,0,0,0,1,0,8,0.86,0.06,0
2023-05-04,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,0,50.0,37,0,37,0.0,0,0,143,389,0,0,0,1,0,8,0.86,0.06,0
2023-05-05,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,5,47.5,38,0,38,0.0,0,0,143,389,0,0,0,1,0,8,0.86,0.06,0
2023-05-06,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,0,50.0,58,0,58,0.0,0,0,143,389,0,0,0,1,0,8,0.86,0.06,0
2023-05-07,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,0,50.0,43,43,0,2150.0,389,346,143,389,0,0,389,0,0,8,0.86,0.06,0
2023-05-08,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,0,50.0,46,46,0,2300.0,346,300,143,389,0,0,0,0,0,8,0.86,0.06,0
2023-05-09,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,0,50.0,31,31,0,1550.0,300,269,143,389,0,0,0,0,0,8,0.86,0.06,0
2023-05-10,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,0,50.0,42,42,0,2100.0,269,227,143,389,0,0,0,0,0,8,0.86,0.06,0
2023-05-11,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,10,45.0,31,31,0,1395.0,227,196,143,389,0,0,0,0,0,8,0.86,0.06,0
2023-05-12,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,0,50.0,42,42,0,2100.0,196,154,143,389,0,0,0,0,0,8,0.86,0.06,0
2023-05-13,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,0,50.0,50,50,0,2500.0,154,104,143,389,1,389,0,0,0,8,0.86,0.06,0
2023-05-14,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,0,50.0,50,50,0,2500.0,104,54,143,389,0,0,0,0,0,8,0.86,0.06,0
2023-05-15,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,15,42.5,47,47,0,1997.5,54,7,143,389,0,0,0,0,0,8,0.86,0.06,0
2023-05-16,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,0,50.0,46,7,39,350.0,7,0,143,389,0,0,0,1,0,8,0.86,0.06,0
2023-05-17,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,0,50.0,41,0,41,0.0,0,0,143,389,0,0,0,1,0,8,0.86,0.06,0
2023-05-18,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,0,50.0,33,0,33,0.0,0,0,143,389,0,0,0,1,0,8,0.86,0.06,0
2023-05-19,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,15,42.5,36,0,36,0.0,0,0,143,389,0,0,0,1,0,8,0.86,0.06,0
2023-05-20,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,10,45.0,44,0,44,0.0,0,0,143,389,0,0,0,1,0,8,0.86,0.06,0
2023-05-21,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,0,50.0,59,59,0,2950.0,389,330,143,389,0,0,389,0,0,8,0.86,0.06,0
2023-05-22,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,0,50.0,48,48,0,2400.0,330,282,143,389,0,0,0,0,0,8,0.86,0.06,0
2023-05-23,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,0,50.0,43,43,0,2150.0,282,239,143,389,0,0,0,0,0,8,0.86,0.06,0
2023-05-24,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,0,50.0,35,35,0,1750.0,239,204,143,389,0,0,0,0,0,8,0.86,0.06,0
2023-05-25,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,0,50.0,30,30,0,1500.0,204,174,143,389,0,0,0,0,0,8,0.86,0.06,0
2023-05-26,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,0,50.0,39,39,0,1950.0,174,135,143,389,1,389,0,0,0,8,0.86,0.06,0
2023-05-27,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,0,50.0,57,57,0,2850.0,135,78,143,389,0,0,0,0,0,8,0.86,0.06,0
2023-05-28,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,0,50.0,55,55,0,2750.0,78,23,143,389,0,0,0,0,0,8,0.86,0.06,0
2023-05-29,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,0,50.0,39,23,16,1150.0,23,0,143,389,0,0,0,1,0,8,0.86,0.06,0
2023-05-30,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,0,50.0,38,0,38,0.0,0,0,143,389,0,0,0,1,0,8,0.86,0.06,0
2023-05-31,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,0,50.0,35,0,35,0.0,0,0,143,389,0,0,0,1,0,8,0.86,0.06,0
2023-06-01,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,0,50.0,41,0,41,0.0,0,0,143,389,0,0,0,1,0,8,0.86,0.06,0
2023-06-02,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,0,50.0,67,0,67,0.0,0,0,143,389,0,0,0,1,1,8,0.86,0.06,0
2023-06-03,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,0,50.0,57,57,0,2850.0,389,332,143,389,0,0,389,0,0,8,0.86,0.06,0
2023-06-04,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,0,50.0,61,61,0,3050.0,332,271,143,389,0,0,0,0,0,8,0.86,0.06,0
2023-06-05,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,0,50.0,33,33,0,1650.0,271,238,143,389,0,0,0,0,0,8,0.86,0.06,0
2023-06-06,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,0,50.0,27,27,0,1350.0,238,211,143,389,0,0,0,0,0,8,0.86,0.06,0
2023-06-07,Store_Delhi,Home & Kitchen,Dinner Set,Supplier_05,50,0,50.0,42,42,0,2100.0,211,169,143,389,0,0,0,0,0,8,0.86,0.06,0
